Year,Month,Day,Hour,Minute,GHI,Wind Speed,Wind Direction
2023,1,1,0,0,0,0.7000000000000001,225
2023,1,1,1,0,0,0.7000000000000001,238
2023,1,1,2,0,0,0.7000000000000001,248
2023,1,1,3,0,0,0.7000000000000001,255
2023,1,1,4,0,0,0.9,256
2023,1,1,5,0,0,0.9,259
2023,1,1,6,0,0,1,262
2023,1,1,7,0,0,1.1,262
2023,1,1,8,0,84,1.1,267
2023,1,1,9,0,223,1.2000000000000002,280
2023,1,1,10,0,268,1.2000000000000002,287
2023,1,1,11,0,335,1.2000000000000002,293
2023,1,1,12,0,425,1.1,293
2023,1,1,13,0,228,1,287
2023,1,1,14,0,250,0.8,284
2023,1,1,15,0,76,0.8,280
2023,1,1,16,0,20,0.9,270
2023,1,1,17,0,0,1,264
2023,1,1,18,0,0,1.1,261
2023,1,1,19,0,0,1.1,263
2023,1,1,20,0,0,1,260
2023,1,1,21,0,0,1.1,261
2023,1,1,22,0,0,1.2000000000000002,262
2023,1,1,23,0,0,1.2000000000000002,263
2023,1,2,0,0,0,1.1,263
2023,1,2,1,0,0,1.1,267
2023,1,2,2,0,0,1,272
2023,1,2,3,0,0,1,277
2023,1,2,4,0,0,0.9,281
2023,1,2,5,0,0,0.9,284
2023,1,2,6,0,0,0.9,284
2023,1,2,7,0,0,0.9,284
2023,1,2,8,0,40,0.8,279
2023,1,2,9,0,165,0.7000000000000001,270
2023,1,2,10,0,115,0.6000000000000001,263
2023,1,2,11,0,188,0.5,268
2023,1,2,12,0,342,0.5,268
2023,1,2,13,0,34,0.5,271
2023,1,2,14,0,25,0.5,270
2023,1,2,15,0,141,0.5,267
2023,1,2,16,0,20,0.6000000000000001,268
2023,1,2,17,0,0,0.7000000000000001,272
2023,1,2,18,0,0,0.8,278
2023,1,2,19,0,0,0.9,282
2023,1,2,20,0,0,0.9,285
2023,1,2,21,0,0,1,288
2023,1,2,22,0,0,1.1,295
2023,1,2,23,0,0,1.1,302
2023,1,3,0,0,0,1.1,305
2023,1,3,1,0,0,1.1,308
2023,1,3,2,0,0,1,311
2023,1,3,3,0,0,0.8,307
2023,1,3,4,0,0,0.5,311
2023,1,3,5,0,0,0.30000000000000004,3
2023,1,3,6,0,0,0.30000000000000004,154
2023,1,3,7,0,0,0.6000000000000001,184
2023,1,3,8,0,16,0.7000000000000001,179
2023,1,3,9,0,9,0.8,169
2023,1,3,10,0,25,0.8,162
2023,1,3,11,0,12,0.7000000000000001,137
2023,1,3,12,0,21,0.7000000000000001,118
2023,1,3,13,0,16,0.7000000000000001,109
2023,1,3,14,0,5,0.7000000000000001,113
2023,1,3,15,0,12,0.7000000000000001,101
2023,1,3,16,0,3,0.7000000000000001,90
2023,1,3,17,0,0,0.5,76
2023,1,3,18,0,0,0.4,52
2023,1,3,19,0,0,0.4,321
2023,1,3,20,0,0,0.7000000000000001,298
2023,1,3,21,0,0,0.8,291
2023,1,3,22,0,0,0.8,276
2023,1,3,23,0,0,0.7000000000000001,275
2023,1,4,0,0,0,0.5,285
2023,1,4,1,0,0,0.4,309
2023,1,4,2,0,0,0.4,337
2023,1,4,3,0,0,0.5,346
2023,1,4,4,0,0,0.7000000000000001,336
2023,1,4,5,0,0,0.6000000000000001,333
2023,1,4,6,0,0,0.6000000000000001,326
2023,1,4,7,0,0,0.5,310
2023,1,4,8,0,14,0.5,306
2023,1,4,9,0,20,0.30000000000000004,294
2023,1,4,10,0,77,0.30000000000000004,283
2023,1,4,11,0,115,0.30000000000000004,277
2023,1,4,12,0,32,0.30000000000000004,271
2023,1,4,13,0,137,0.2,290
2023,1,4,14,0,112,0.2,348
2023,1,4,15,0,15,0.5,42
2023,1,4,16,0,7,0.7000000000000001,55
2023,1,4,17,0,0,0.6000000000000001,67
2023,1,4,18,0,0,0.7000000000000001,71
2023,1,4,19,0,0,0.9,73
2023,1,4,20,0,0,1,75
2023,1,4,21,0,0,0.9,76
2023,1,4,22,0,0,0.9,73
2023,1,4,23,0,0,0.9,70
2023,1,5,0,0,0,0.9,73
2023,1,5,1,0,0,1,81
2023,1,5,2,0,0,0.8,77
2023,1,5,3,0,0,0.7000000000000001,53
2023,1,5,4,0,0,0.9,32
2023,1,5,5,0,0,1.2000000000000002,38
2023,1,5,6,0,0,1.4000000000000001,39
2023,1,5,7,0,0,1.5,41
2023,1,5,8,0,43,1.4000000000000001,38
2023,1,5,9,0,50,1.2000000000000002,37
2023,1,5,10,0,12,1.1,37
2023,1,5,11,0,100,1,31
2023,1,5,12,0,148,1,27
2023,1,5,13,0,75,1.1,25
2023,1,5,14,0,84,1.1,24
2023,1,5,15,0,25,1.2000000000000002,23
2023,1,5,16,0,35,1.2000000000000002,21
2023,1,5,17,0,0,1.3,21
2023,1,5,18,0,0,1.2000000000000002,20
2023,1,5,19,0,0,1.3,22
2023,1,5,20,0,0,1.2000000000000002,23
2023,1,5,21,0,0,1.2000000000000002,25
2023,1,5,22,0,0,1.2000000000000002,18
2023,1,5,23,0,0,1.2000000000000002,13
2023,1,6,0,0,0,1.2000000000000002,12
2023,1,6,1,0,0,1.1,13
2023,1,6,2,0,0,1.2000000000000002,11
2023,1,6,3,0,0,1.1,5
2023,1,6,4,0,0,1.1,2
2023,1,6,5,0,0,1.1,4
2023,1,6,6,0,0,1,7
2023,1,6,7,0,0,0.9,13
2023,1,6,8,0,18,0.9,23
2023,1,6,9,0,32,0.9,29
2023,1,6,10,0,5,0.9,30
2023,1,6,11,0,31,0.9,20
2023,1,6,12,0,17,0.9,5
2023,1,6,13,0,7,0.9,5
2023,1,6,14,0,36,0.9,14
2023,1,6,15,0,12,1,14
2023,1,6,16,0,12,1,9
2023,1,6,17,0,0,0.9,4
2023,1,6,18,0,0,0.9,2
2023,1,6,19,0,0,1,1
2023,1,6,20,0,0,1,353
2023,1,6,21,0,0,1,338
2023,1,6,22,0,0,0.9,325
2023,1,6,23,0,0,0.9,314
2023,1,7,0,0,0,0.9,303
2023,1,7,1,0,0,0.9,296
2023,1,7,2,0,0,0.9,289
2023,1,7,3,0,0,0.9,285
2023,1,7,4,0,0,0.9,281
2023,1,7,5,0,0,0.9,280
2023,1,7,6,0,0,0.9,279
2023,1,7,7,0,0,0.9,279
2023,1,7,8,0,55,0.9,280
2023,1,7,9,0,216,0.9,281
2023,1,7,10,0,280,0.9,287
2023,1,7,11,0,296,0.9,293
2023,1,7,12,0,371,1,293
2023,1,7,13,0,398,1,292
2023,1,7,14,0,57,1.1,294
2023,1,7,15,0,6,1.1,298
2023,1,7,16,0,7,1.2000000000000002,305
2023,1,7,17,0,0,1.3,313
2023,1,7,18,0,0,1.4000000000000001,320
2023,1,7,19,0,0,1.4000000000000001,325
2023,1,7,20,0,0,1.4000000000000001,327
2023,1,7,21,0,0,1.5,329
2023,1,7,22,0,0,1.5,330
2023,1,7,23,0,0,1.6,329
2023,1,8,0,0,0,1.6,329
2023,1,8,1,0,0,1.6,331
2023,1,8,2,0,0,1.6,333
2023,1,8,3,0,0,1.6,334
2023,1,8,4,0,0,1.5,335
2023,1,8,5,0,0,1.5,335
2023,1,8,6,0,0,1.4000000000000001,335
2023,1,8,7,0,0,1.3,336
2023,1,8,8,0,66,1.2000000000000002,340
2023,1,8,9,0,235,1,343
2023,1,8,10,0,310,0.8,343
2023,1,8,11,0,371,0.6000000000000001,339
2023,1,8,12,0,384,0.4,324
2023,1,8,13,0,418,0.30000000000000004,248
2023,1,8,14,0,328,0.5,220
2023,1,8,15,0,197,0.8,214
2023,1,8,16,0,51,1.1,211
2023,1,8,17,0,0,1.2000000000000002,211
2023,1,8,18,0,0,1.3,212
2023,1,8,19,0,0,1.3,212
2023,1,8,20,0,0,1.3,213
2023,1,8,21,0,0,1.3,214
2023,1,8,22,0,0,1.3,216
2023,1,8,23,0,0,1.3,218
2023,1,9,0,0,0,1.3,221
2023,1,9,1,0,0,1.3,226
2023,1,9,2,0,0,1.2000000000000002,230
2023,1,9,3,0,0,1.1,230
2023,1,9,4,0,0,1,228
2023,1,9,5,0,0,1,228
2023,1,9,6,0,0,1,232
2023,1,9,7,0,0,1,231
2023,1,9,8,0,13,0.9,222
2023,1,9,9,0,31,0.9,233
2023,1,9,10,0,317,1,252
2023,1,9,11,0,418,1,265
2023,1,9,12,0,259,1,275
2023,1,9,13,0,270,1,286
2023,1,9,14,0,320,1,296
2023,1,9,15,0,193,1.1,302
2023,1,9,16,0,51,1.2000000000000002,304
2023,1,9,17,0,0,1.3,304
2023,1,9,18,0,0,1.3,303
2023,1,9,19,0,0,1.3,297
2023,1,9,20,0,0,1.3,290
2023,1,9,21,0,0,1.3,284
2023,1,9,22,0,0,1.3,272
2023,1,9,23,0,0,1.3,266
2023,1,10,0,0,0,1.3,263
2023,1,10,1,0,0,1.3,262
2023,1,10,2,0,0,1.3,262
2023,1,10,3,0,0,1.4000000000000001,266
2023,1,10,4,0,0,1.5,277
2023,1,10,5,0,0,1.4000000000000001,284
2023,1,10,6,0,0,1.4000000000000001,292
2023,1,10,7,0,0,1.4000000000000001,301
2023,1,10,8,0,56,1.4000000000000001,307
2023,1,10,9,0,65,1.4000000000000001,309
2023,1,10,10,0,198,1.4000000000000001,309
2023,1,10,11,0,295,1.4000000000000001,308
2023,1,10,12,0,458,1.3,310
2023,1,10,13,0,418,1.2000000000000002,314
2023,1,10,14,0,330,1.2000000000000002,320
2023,1,10,15,0,150,1.1,330
2023,1,10,16,0,37,1.3,343
2023,1,10,17,0,0,1.4000000000000001,356
2023,1,10,18,0,0,1.4000000000000001,6
2023,1,10,19,0,0,1.3,9
2023,1,10,20,0,0,1.3,9
2023,1,10,21,0,0,1.3,8
2023,1,10,22,0,0,1.3,8
2023,1,10,23,0,0,1.3,9
2023,1,11,0,0,0,1.3,11
2023,1,11,1,0,0,1.2000000000000002,13
2023,1,11,2,0,0,1.2000000000000002,12
2023,1,11,3,0,0,1.2000000000000002,8
2023,1,11,4,0,0,1.2000000000000002,4
2023,1,11,5,0,0,1.2000000000000002,4
2023,1,11,6,0,0,1.2000000000000002,5
2023,1,11,7,0,0,1.2000000000000002,8
2023,1,11,8,0,94,1.2000000000000002,19
2023,1,11,9,0,241,1.2000000000000002,25
2023,1,11,10,0,363,1.1,26
2023,1,11,11,0,435,1,26
2023,1,11,12,0,457,0.9,29
2023,1,11,13,0,136,0.9,34
2023,1,11,14,0,206,1,39
2023,1,11,15,0,164,0.9,41
2023,1,11,16,0,36,1,49
2023,1,11,17,0,0,1.1,59
2023,1,11,18,0,0,1,64
2023,1,11,19,0,0,0.9,69
2023,1,11,20,0,0,0.9,74
2023,1,11,21,0,0,0.9,79
2023,1,11,22,0,0,0.9,87
2023,1,11,23,0,0,0.9,94
2023,1,12,0,0,0,1,100
2023,1,12,1,0,0,1,109
2023,1,12,2,0,0,1,116
2023,1,12,3,0,0,1,116
2023,1,12,4,0,0,1.1,118
2023,1,12,5,0,0,1.1,126
2023,1,12,6,0,0,1.2000000000000002,134
2023,1,12,7,0,0,1.2000000000000002,137
2023,1,12,8,0,17,1,137
2023,1,12,9,0,17,1,134
2023,1,12,10,0,48,1.2000000000000002,138
2023,1,12,11,0,36,1.2000000000000002,142
2023,1,12,12,0,16,1.2000000000000002,138
2023,1,12,13,0,15,1.3,133
2023,1,12,14,0,5,1.4000000000000001,131
2023,1,12,15,0,6,1.5,131
2023,1,12,16,0,9,1.7000000000000002,134
2023,1,12,17,0,0,1.7000000000000002,134
2023,1,12,18,0,0,1.6,133
2023,1,12,19,0,0,1.7000000000000002,129
2023,1,12,20,0,0,1.7000000000000002,127
2023,1,12,21,0,0,1.7000000000000002,126
2023,1,12,22,0,0,1.9000000000000001,132
2023,1,12,23,0,0,1.9000000000000001,141
2023,1,13,0,0,0,1.8,160
2023,1,13,1,0,0,1.7000000000000002,181
2023,1,13,2,0,0,1.5,186
2023,1,13,3,0,0,1.6,184
2023,1,13,4,0,0,1.8,185
2023,1,13,5,0,0,1.8,186
2023,1,13,6,0,0,1.8,185
2023,1,13,7,0,0,1.7000000000000002,184
2023,1,13,8,0,21,1.6,185
2023,1,13,9,0,27,1.6,186
2023,1,13,10,0,34,1.5,191
2023,1,13,11,0,37,1.4000000000000001,202
2023,1,13,12,0,212,1.3,211
2023,1,13,13,0,41,1.2000000000000002,218
2023,1,13,14,0,31,1,224
2023,1,13,15,0,36,0.8,237
2023,1,13,16,0,19,0.6000000000000001,272
2023,1,13,17,0,0,0.7000000000000001,298
2023,1,13,18,0,0,0.9,317
2023,1,13,19,0,0,1.2000000000000002,325
2023,1,13,20,0,0,1.5,332
2023,1,13,21,0,0,1.3,342
2023,1,13,22,0,0,1.6,349
2023,1,13,23,0,0,1.8,349
2023,1,14,0,0,0,1.6,1
2023,1,14,1,0,0,1.9000000000000001,1
2023,1,14,2,0,0,1.9000000000000001,359
2023,1,14,3,0,0,2,360
2023,1,14,4,0,0,2.2,0
2023,1,14,5,0,0,2.1,343
2023,1,14,6,0,0,2.2,346
2023,1,14,7,0,0,2.1,348
2023,1,14,8,0,88,2,347
2023,1,14,9,0,13,1.8,351
2023,1,14,10,0,21,1.7000000000000002,353
2023,1,14,11,0,19,1.6,351
2023,1,14,12,0,43,1.7000000000000002,347
2023,1,14,13,0,48,1.7000000000000002,344
2023,1,14,14,0,24,1.7000000000000002,346
2023,1,14,15,0,6,1.7000000000000002,350
2023,1,14,16,0,59,1.8,354
2023,1,14,17,0,0,1.9000000000000001,358
2023,1,14,18,0,0,1.9000000000000001,359
2023,1,14,19,0,0,2,0
2023,1,14,20,0,0,2.1,0
2023,1,14,21,0,0,2.2,0
2023,1,14,22,0,0,2.2,2
2023,1,14,23,0,0,2.2,3
2023,1,15,0,0,0,2.2,4
2023,1,15,1,0,0,2.3000000000000003,5
2023,1,15,2,0,0,2.3000000000000003,4
2023,1,15,3,0,0,2.3000000000000003,4
2023,1,15,4,0,0,2.3000000000000003,5
2023,1,15,5,0,0,2.4000000000000004,7
2023,1,15,6,0,0,2.4000000000000004,6
2023,1,15,7,0,0,2.5,4
2023,1,15,8,0,23,2.4000000000000004,4
2023,1,15,9,0,53,2.4000000000000004,6
2023,1,15,10,0,15,2.4000000000000004,10
2023,1,15,11,0,54,2.4000000000000004,11
2023,1,15,12,0,26,2.5,8
2023,1,15,13,0,17,2.5,8
2023,1,15,14,0,60,2.5,10
2023,1,15,15,0,28,2.6,11
2023,1,15,16,0,14,2.6,12
2023,1,15,17,0,0,2.5,15
2023,1,15,18,0,0,2.6,12
2023,1,15,19,0,0,2.5,10
2023,1,15,20,0,0,2.5,8
2023,1,15,21,0,0,2.4000000000000004,8
2023,1,15,22,0,0,2.4000000000000004,6
2023,1,15,23,0,0,2.4000000000000004,3
2023,1,16,0,0,0,2.3000000000000003,4
2023,1,16,1,0,0,2.3000000000000003,4
2023,1,16,2,0,0,2.2,2
2023,1,16,3,0,0,2.2,358
2023,1,16,4,0,0,2.1,357
2023,1,16,5,0,0,2,353
2023,1,16,6,0,0,2,347
2023,1,16,7,0,0,2,345
2023,1,16,8,0,13,2,341
2023,1,16,9,0,78,2,337
2023,1,16,10,0,64,2,336
2023,1,16,11,0,18,1.9000000000000001,335
2023,1,16,12,0,44,1.9000000000000001,338
2023,1,16,13,0,135,1.9000000000000001,338
2023,1,16,14,0,23,2,331
2023,1,16,15,0,59,1.9000000000000001,330
2023,1,16,16,0,65,1.9000000000000001,324
2023,1,16,17,0,0,1.9000000000000001,318
2023,1,16,18,0,0,1.9000000000000001,314
2023,1,16,19,0,0,1.8,312
2023,1,16,20,0,0,1.8,312
2023,1,16,21,0,0,1.8,312
2023,1,16,22,0,0,1.8,311
2023,1,16,23,0,0,1.7000000000000002,311
2023,1,17,0,0,0,1.6,310
2023,1,17,1,0,0,1.4000000000000001,308
2023,1,17,2,0,0,1.4000000000000001,304
2023,1,17,3,0,0,1.4000000000000001,299
2023,1,17,4,0,0,1.3,300
2023,1,17,5,0,0,1.3,299
2023,1,17,6,0,0,1.3,299
2023,1,17,7,0,0,1.2000000000000002,294
2023,1,17,8,0,103,1.2000000000000002,290
2023,1,17,9,0,253,1.1,293
2023,1,17,10,0,380,1.1,292
2023,1,17,11,0,457,1,287
2023,1,17,12,0,481,1,278
2023,1,17,13,0,368,0.9,266
2023,1,17,14,0,298,0.7000000000000001,254
2023,1,17,15,0,106,0.9,252
2023,1,17,16,0,21,1.1,254
2023,1,17,17,0,0,1.2000000000000002,257
2023,1,17,18,0,0,1.1,255
2023,1,17,19,0,0,1.1,251
2023,1,17,20,0,0,1.1,253
2023,1,17,21,0,0,1.1,256
2023,1,17,22,0,0,1.1,256
2023,1,17,23,0,0,1.1,256
2023,1,18,0,0,0,1.1,258
2023,1,18,1,0,0,1,262
2023,1,18,2,0,0,1,265
2023,1,18,3,0,0,1.1,269
2023,1,18,4,0,0,1.1,265
2023,1,18,5,0,0,1.1,263
2023,1,18,6,0,0,1.2000000000000002,263
2023,1,18,7,0,0,1.2000000000000002,267
2023,1,18,8,0,20,1.1,266
2023,1,18,9,0,66,1.1,266
2023,1,18,10,0,265,1.1,268
2023,1,18,11,0,438,1.3,283
2023,1,18,12,0,214,1.4000000000000001,292
2023,1,18,13,0,430,1.4000000000000001,296
2023,1,18,14,0,224,1.4000000000000001,296
2023,1,18,15,0,216,1.4000000000000001,294
2023,1,18,16,0,71,1.5,292
2023,1,18,17,0,0,1.6,293
2023,1,18,18,0,0,1.7000000000000002,293
2023,1,18,19,0,0,1.7000000000000002,294
2023,1,18,20,0,0,1.7000000000000002,295
2023,1,18,21,0,0,1.6,297
2023,1,18,22,0,0,1.8,288
2023,1,18,23,0,0,1.7000000000000002,289
2023,1,19,0,0,0,1.6,298
2023,1,19,1,0,0,1.6,298
2023,1,19,2,0,0,1.5,300
2023,1,19,3,0,0,1.4000000000000001,305
2023,1,19,4,0,0,1.3,298
2023,1,19,5,0,0,1.4000000000000001,294
2023,1,19,6,0,0,1.2000000000000002,298
2023,1,19,7,0,0,1.2000000000000002,300
2023,1,19,8,0,59,1,300
2023,1,19,9,0,117,1,309
2023,1,19,10,0,154,0.9,325
2023,1,19,11,0,118,0.7000000000000001,332
2023,1,19,12,0,161,0.5,345
2023,1,19,13,0,32,0.30000000000000004,40
2023,1,19,14,0,17,0.30000000000000004,155
2023,1,19,15,0,8,0.6000000000000001,179
2023,1,19,16,0,11,0.8,162
2023,1,19,17,0,0,0.8,147
2023,1,19,18,0,0,0.8,114
2023,1,19,19,0,0,1,97
2023,1,19,20,0,0,1.3,95
2023,1,19,21,0,0,1.4000000000000001,95
2023,1,19,22,0,0,1.3,72
2023,1,19,23,0,0,1.6,60
2023,1,20,0,0,0,1.6,49
2023,1,20,1,0,0,1.8,46
2023,1,20,2,0,0,2,48
2023,1,20,3,0,0,1.9000000000000001,48
2023,1,20,4,0,0,1.6,35
2023,1,20,5,0,0,1.5,26
2023,1,20,6,0,0,1.3,18
2023,1,20,7,0,0,1.3,15
2023,1,20,8,0,3,1.4000000000000001,12
2023,1,20,9,0,37,1.4000000000000001,12
2023,1,20,10,0,92,1.4000000000000001,11
2023,1,20,11,0,26,1.3,11
2023,1,20,12,0,40,1.2000000000000002,10
2023,1,20,13,0,127,1.1,10
2023,1,20,14,0,58,1,8
2023,1,20,15,0,52,1,6
2023,1,20,16,0,11,1.1,9
2023,1,20,17,0,0,1.2000000000000002,14
2023,1,20,18,0,0,1.2000000000000002,15
2023,1,20,19,0,0,1.2000000000000002,15
2023,1,20,20,0,0,1.2000000000000002,15
2023,1,20,21,0,0,1.2000000000000002,13
2023,1,20,22,0,0,1.2000000000000002,9
2023,1,20,23,0,0,1.2000000000000002,6
2023,1,21,0,0,0,1.2000000000000002,5
2023,1,21,1,0,0,1.3,5
2023,1,21,2,0,0,1.2000000000000002,3
2023,1,21,3,0,0,1.3,3
2023,1,21,4,0,0,1.4000000000000001,3
2023,1,21,5,0,0,1.5,359
2023,1,21,6,0,0,1.7000000000000002,355
2023,1,21,7,0,0,1.7000000000000002,354
2023,1,21,8,0,16,1.3,355
2023,1,21,9,0,44,1.2000000000000002,357
2023,1,21,10,0,107,1.2000000000000002,350
2023,1,21,11,0,137,1.2000000000000002,338
2023,1,21,12,0,214,1.2000000000000002,330
2023,1,21,13,0,81,1.2000000000000002,323
2023,1,21,14,0,19,1.1,317
2023,1,21,15,0,16,1.1,313
2023,1,21,16,0,13,1.1,313
2023,1,21,17,0,0,1.2000000000000002,315
2023,1,21,18,0,0,1.3,316
2023,1,21,19,0,0,1.6,314
2023,1,21,20,0,0,1.7000000000000002,313
2023,1,21,21,0,0,1.7000000000000002,316
2023,1,21,22,0,0,1.7000000000000002,319
2023,1,21,23,0,0,1.6,313
2023,1,22,0,0,0,1.5,303
2023,1,22,1,0,0,1.4000000000000001,294
2023,1,22,2,0,0,1.5,274
2023,1,22,3,0,0,1.6,273
2023,1,22,4,0,0,1.4000000000000001,287
2023,1,22,5,0,0,1.2000000000000002,286
2023,1,22,6,0,0,1.1,249
2023,1,22,7,0,0,1.3,228
2023,1,22,8,0,4,1.1,232
2023,1,22,9,0,39,1,232
2023,1,22,10,0,86,1.1,230
2023,1,22,11,0,93,1.1,232
2023,1,22,12,0,92,1,220
2023,1,22,13,0,119,1,205
2023,1,22,14,0,82,0.9,191
2023,1,22,15,0,22,0.9,177
2023,1,22,16,0,24,1,169
2023,1,22,17,0,0,1.1,163
2023,1,22,18,0,0,1.2000000000000002,158
2023,1,22,19,0,0,1.2000000000000002,161
2023,1,22,20,0,0,1,160
2023,1,22,21,0,0,0.8,116
2023,1,22,22,0,0,0.6000000000000001,56
2023,1,22,23,0,0,0.9,32
2023,1,23,0,0,0,1.1,28
2023,1,23,1,0,0,1.3,23
2023,1,23,2,0,0,1.5,17
2023,1,23,3,0,0,1.7000000000000002,15
2023,1,23,4,0,0,1.9000000000000001,15
2023,1,23,5,0,0,2.1,13
2023,1,23,6,0,0,2.3000000000000003,19
2023,1,23,7,0,0,2.3000000000000003,17
2023,1,23,8,0,5,2.3000000000000003,16
2023,1,23,9,0,90,2.3000000000000003,22
2023,1,23,10,0,51,2.1,23
2023,1,23,11,0,62,1.8,8
2023,1,23,12,0,104,1.7000000000000002,349
2023,1,23,13,0,94,1.9000000000000001,342
2023,1,23,14,0,21,1.9000000000000001,336
2023,1,23,15,0,12,1.9000000000000001,326
2023,1,23,16,0,24,1.9000000000000001,319
2023,1,23,17,0,0,2,317
2023,1,23,18,0,0,2.2,316
2023,1,23,19,0,0,2.2,315
2023,1,23,20,0,0,2.1,311
2023,1,23,21,0,0,2.1,306
2023,1,23,22,0,0,2.1,302
2023,1,23,23,0,0,2.1,300
2023,1,24,0,0,0,2,297
2023,1,24,1,0,0,1.8,293
2023,1,24,2,0,0,1.6,287
2023,1,24,3,0,0,1.5,278
2023,1,24,4,0,0,1.5,265
2023,1,24,5,0,0,1.4000000000000001,252
2023,1,24,6,0,0,1.4000000000000001,243
2023,1,24,7,0,0,1.5,239
2023,1,24,8,0,7,1.5,238
2023,1,24,9,0,99,1.6,235
2023,1,24,10,0,233,1.7000000000000002,240
2023,1,24,11,0,336,1.9000000000000001,253
2023,1,24,12,0,512,1.9000000000000001,258
2023,1,24,13,0,262,1.9000000000000001,263
2023,1,24,14,0,112,1.9000000000000001,266
2023,1,24,15,0,35,1.9000000000000001,269
2023,1,24,16,0,98,1.8,275
2023,1,24,17,0,0,1.6,276
2023,1,24,18,0,0,1.5,269
2023,1,24,19,0,0,1.6,262
2023,1,24,20,0,0,1.6,269
2023,1,24,21,0,0,1.6,275
2023,1,24,22,0,0,1.5,275
2023,1,24,23,0,0,1.3,274
2023,1,25,0,0,0,1.4000000000000001,276
2023,1,25,1,0,0,1.3,278
2023,1,25,2,0,0,1.2000000000000002,287
2023,1,25,3,0,0,1.2000000000000002,295
2023,1,25,4,0,0,1.1,309
2023,1,25,5,0,0,1,321
2023,1,25,6,0,0,1,334
2023,1,25,7,0,0,1,349
2023,1,25,8,0,43,0.7000000000000001,350
2023,1,25,9,0,147,0.5,14
2023,1,25,10,0,139,0.6000000000000001,48
2023,1,25,11,0,225,0.5,78
2023,1,25,12,0,327,0.4,102
2023,1,25,13,0,76,0.6000000000000001,116
2023,1,25,14,0,119,0.7000000000000001,140
2023,1,25,15,0,53,0.8,149
2023,1,25,16,0,37,1.1,137
2023,1,25,17,0,0,1.4000000000000001,130
2023,1,25,18,0,0,1.6,128
2023,1,25,19,0,0,1.7000000000000002,130
2023,1,25,20,0,0,1.8,135
2023,1,25,21,0,0,1.8,138
2023,1,25,22,0,0,2.2,138
2023,1,25,23,0,0,2,139
2023,1,26,0,0,0,2,140
2023,1,26,1,0,0,2.3000000000000003,146
2023,1,26,2,0,0,2.1,153
2023,1,26,3,0,0,1.9000000000000001,171
2023,1,26,4,0,0,1.5,199
2023,1,26,5,0,0,1.2000000000000002,237
2023,1,26,6,0,0,1,247
2023,1,26,7,0,0,0.8,231
2023,1,26,8,0,23,1.1,239
2023,1,26,9,0,101,1.6,249
2023,1,26,10,0,96,2,255
2023,1,26,11,0,60,2,254
2023,1,26,12,0,99,2,252
2023,1,26,13,0,41,2,250
2023,1,26,14,0,247,2,251
2023,1,26,15,0,22,2.1,255
2023,1,26,16,0,35,2.2,258
2023,1,26,17,0,0,2.3000000000000003,262
2023,1,26,18,0,0,2.3000000000000003,265
2023,1,26,19,0,0,2.3000000000000003,268
2023,1,26,20,0,0,2.2,271
2023,1,26,21,0,0,2,274
2023,1,26,22,0,0,1.9000000000000001,278
2023,1,26,23,0,0,1.8,282
2023,1,27,0,0,0,1.6,284
2023,1,27,1,0,0,1.5,285
2023,1,27,2,0,0,1.5,286
2023,1,27,3,0,0,1.4000000000000001,287
2023,1,27,4,0,0,1.3,288
2023,1,27,5,0,0,1.3,287
2023,1,27,6,0,0,1.2000000000000002,288
2023,1,27,7,0,0,1.2000000000000002,288
2023,1,27,8,0,125,1.1,294
2023,1,27,9,0,282,1,295
2023,1,27,10,0,411,0.9,291
2023,1,27,11,0,494,0.9,289
2023,1,27,12,0,520,0.8,290
2023,1,27,13,0,488,0.6000000000000001,288
2023,1,27,14,0,400,0.5,281
2023,1,27,15,0,267,0.4,257
2023,1,27,16,0,107,0.6000000000000001,212
2023,1,27,17,0,0,0.9,174
2023,1,27,18,0,0,1.2000000000000002,161
2023,1,27,19,0,0,1.1,163
2023,1,27,20,0,0,1.1,173
2023,1,27,21,0,0,1.2000000000000002,186
2023,1,27,22,0,0,1.3,200
2023,1,27,23,0,0,1.2000000000000002,208
2023,1,28,0,0,0,1.1,207
2023,1,28,1,0,0,1.1,203
2023,1,28,2,0,0,1.2000000000000002,203
2023,1,28,3,0,0,1.3,204
2023,1,28,4,0,0,1.4000000000000001,202
2023,1,28,5,0,0,1.5,198
2023,1,28,6,0,0,1.5,193
2023,1,28,7,0,0,1.6,187
2023,1,28,8,0,46,1.7000000000000002,192
2023,1,28,9,0,187,1.8,211
2023,1,28,10,0,407,1.9000000000000001,228
2023,1,28,11,0,494,1.6,240
2023,1,28,12,0,521,1.3,248
2023,1,28,13,0,492,1.3,255
2023,1,28,14,0,404,1.2000000000000002,260
2023,1,28,15,0,202,1,263
2023,1,28,16,0,75,1.1,264
2023,1,28,17,0,0,1.2000000000000002,265
2023,1,28,18,0,0,1.1,268
2023,1,28,19,0,0,1,272
2023,1,28,20,0,0,0.9,275
2023,1,28,21,0,0,0.8,274
2023,1,28,22,0,0,0.8,273
2023,1,28,23,0,0,0.8,273
2023,1,29,0,0,0,0.8,280
2023,1,29,1,0,0,0.9,291
2023,1,29,2,0,0,0.9,296
2023,1,29,3,0,0,0.7000000000000001,279
2023,1,29,4,0,0,0.4,182
2023,1,29,5,0,0,0.9,142
2023,1,29,6,0,0,1.1,148
2023,1,29,7,0,0,1,165
